Strategy,Modelo,Tbdf,Precision,Recall,Accuracy,F1-score,Real_samples,Predicted_samples,Fp,Fn,Allucination Rate
role_based_one_shot,phi4_14b,bitter frustration,0.25595238095238093,0.17479674796747968,0.17479674796747968,0.20772946859903382,492.0,336.0,250.0,406.0,0.0
role_based_one_shot,phi4_14b,impatience,0.17783505154639176,0.2593984962406015,0.2593984962406015,0.21100917431192662,266.0,388.0,319.0,197.0,0.0
role_based_one_shot,phi4_14b,mocking,0.22346368715083798,0.22727272727272727,0.22727272727272727,0.22535211267605634,176.0,179.0,139.0,136.0,0.0
role_based_one_shot,phi4_14b,irony,0.06315789473684211,0.1875,0.1875,0.09448818897637795,64.0,190.0,178.0,52.0,0.0
role_based_one_shot,phi4_14b,vulgarity,0.27472527472527475,0.352112676056338,0.352112676056338,0.30864197530864196,71.0,91.0,66.0,46.0,0.0
role_based_one_shot,phi4_14b,threat,0.09876543209876543,0.6956521739130435,0.6956521739130435,0.17297297297297298,23.0,162.0,146.0,7.0,0.0
role_based_one_shot,phi4_14b,identify attack/name calling,0.04896907216494845,0.6785714285714286,0.6785714285714286,0.09134615384615384,28.0,388.0,369.0,9.0,0.0
role_based_one_shot,phi4_14b,none,0.9150568933580312,0.7672509429775904,0.7672509429775904,0.8346608737629737,4507.0,3779.0,321.0,1049.0,0.0
role_based_one_shot,phi4_14b,entitlement,0.05,0.14285714285714285,0.14285714285714285,0.07407407407407407,70.0,200.0,190.0,60.0,0.0
role_based_one_shot,phi4_14b,insulting,0.1962025316455696,0.1781609195402299,0.1781609195402299,0.18674698795180722,174.0,158.0,127.0,143.0,0.0
