Strategy,Modelo,Tbdf,Precision,Recall,Accuracy,F1-score,Real_samples,Predicted_samples,Fp,Fn,Allucination Rate
role_based_one_shot,phi3_3.8b,bitter frustration,0.07640067911714771,0.09146341463414634,0.09146341463414634,0.08325624421831637,492.0,589.0,544.0,447.0,0.0
role_based_one_shot,phi3_3.8b,impatience,0.0,0.0,0.0,0.0,266.0,1.0,1.0,266.0,0.0
role_based_one_shot,phi3_3.8b,mocking,0.0,0.0,0.0,0.0,176.0,17.0,17.0,176.0,0.0
role_based_one_shot,phi3_3.8b,irony,0.008152173913043478,0.09375,0.09375,0.015,64.0,736.0,730.0,58.0,0.0
role_based_one_shot,phi3_3.8b,vulgarity,0.0,0.0,0.0,0.0,71.0,6.0,6.0,71.0,0.0
role_based_one_shot,phi3_3.8b,threat,0.03614457831325301,0.13043478260869565,0.13043478260869565,0.05660377358490566,23.0,83.0,80.0,20.0,0.0
role_based_one_shot,phi3_3.8b,identify attack/name calling,0.0025197984161267097,0.25,0.25,0.004989308624376337,28.0,2778.0,2771.0,21.0,0.0
role_based_one_shot,phi3_3.8b,none,0.8301886792452831,0.03905036609718216,0.03905036609718216,0.07459207459207459,4507.0,212.0,36.0,4331.0,0.0
role_based_one_shot,phi3_3.8b,entitlement,0.022774327122153208,0.15714285714285714,0.15714285714285714,0.039783001808318265,70.0,483.0,472.0,59.0,0.0
role_based_one_shot,phi3_3.8b,insulting,0.03541912632821724,0.1724137931034483,0.1724137931034483,0.058765915768854066,174.0,847.0,817.0,144.0,0.0
